Title,Location,Price,Size
"Bán căn hộ chung cư Oriental Westlake, 2pn, 01 vệ sinh giá bán 2.5 tỷ",Khu Vực: Quận Tây Hồ,"Giá: 2,5 tỷ",Diện tích:  M2
"Căn hộ 182m, tòa P2, view sân golf 4 phòng ngủ ",Khu Vực: Ciputra Hà Nội,"Giá: 8,2 tỷ",Diện tích:  M2
"Bán căn hộ 58m, tòa L345, Ciputra tầng cao ",Khu Vực: Ciputra Hà Nội,"Giá: 3,35 tỷ",Diện tích: 57 M2
"L345 Bán căn hộ 114m, view sân Golf tòa L4 đầy đủ nội thất",Khu Vực: Ciputra Hà Nội,"Giá: 5,5 tỷ",Diện tích: 114 M2
"Chính chủ bán căn hộ tòa E5 Ciputra, 153m, 4 phòng ngủ, 2 wc, hướng Đông Nam",Khu Vực: Ciputra Hà Nội,"Giá: 8,2 tỷ",Diện tích: 153 M2
"Bán căn hộ 153m, tòa G2 Ciputra, Hà Nội view Hồ Tây ",Khu Vực: Ciputra Hà Nội,"Giá: 5,3 tỷ",Diện tích: 153 M2
"Căn hộ 80,1m2 tòa N03-T8 khu Ngoại Giao Đoàn",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,"Diện tích: 80,1 M2"
"Chính chủ bán căn hộ 127m2 tòa N01T3, P. Xuân Tảo, Bắc Từ Liêm",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 127 M2
"Bán gấp căn hộ căn góc 95m2 tòa nhà N01T3, Ngoại Giao Đoàn, Bắc Từ Liêm",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 95 M2
"Bán căn hộ  89,2m2 thuộc Tòa N03 - T8 Ngoại Giao Đoàn, Xuân Tảo, Bắc Từ Liêm",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 89.5 M2
"Cần bán ngay căn hộ 104m2 tòa nhà N03T1, Ngoại Giao Đoàn",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 104 M2
"Bán gấp căn hộ căn góc 95,5 m2 Tòa N03T1 Ngoại Giao Đoàn",Khu Vực: Quận Tây Hồ,Giá: Vui lòng liên hệ,Diện tích: 95.5 M2
"Bán căn hộ 68m2 chung cư N04A Ngoại Giao Đoàn, ",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 68 M2
"Cần bán ngay căn hộ  căn góc 95,5m2 tòa nhà N03T1, Ngoại Giao Đoàn, Bắc Từ Liêm",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 95.5 M2
"Chính chủ bán gấp căn hộ rộng 124m2 tòa N02-T2 Ngoại Giao Đoàn, Xuân Tảo",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 124 M2
 Cần bán căn hộ góc 122m2 chung cư Lạc Hồng Lotus 1 Giá Rẻ,Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 122 M2
"Chính chủ gửi bán căn 03, 08, 09 chung cư N01T5 Ngoại Giao Đoàn",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 87 M2
"Bán gấp căn hộ Lạc Hồng Lotus 1 tòa N01-T5, P. Xuân Tảo, Q. Bắc Từ Liêm, Hà Nội",Khu Vực: Quận Tây Hồ,Giá: Vui lòng liên hệ,Diện tích: 108 M2
"Chính chủ bán căn hộ că góc 126m2 Tòa Lạc Hồng Lotus 1 - N01T5 Ngoại Giao Đoàn, Xuân Tảo",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 122 M2
"Bán căn hộ căn góc tòa nhà N01T5 Lạc Hồng Lotus 1, Ngoại Giao Đoàn",Khu Vực: Quận Tây Hồ,Giá: Vui lòng liên hệ,Diện tích: 108 M2
"Bán căn của tòa N01T5 - Lạc Hồng Lotus 1, Ngoại Giao Đoàn",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 87 M2
"Bán gấp căn số 02 view hồ N01T5 - Lạc Hồng Lotus 1, Ngoại Giao Đoàn",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 87 M2
"Do cần tài chính cho con đi du học, chủ nhà cần bán căn hộ 08 tầng cao Lạc Hồng Lotus 1 -  N01T5 Ngoại Giao Đoàn.",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 87 M2
"Bán căn hộ 87m2 tầng trung Tòa Lạc Hồng Lotus 1 - N01T5, Ngoại Giao Đoàn, P. Xuân Tảo, Bắc Từ Liêm.",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 87 M2
"Chủ nhà cần bán gấp căn hộ 114m2, Tòa L1 Ciputra",Khu Vực: Ciputra Hà Nội,Giá: 6 tỷ,Diện tích: 114 M2
"Bán Căn hộ diện tích 114m2, Tòa L2 Ciputra, thiết kế 3 phòng ngủ, 2 phòng vệ sinh",Khu Vực: Ciputra Hà Nội,"Giá: 7,2 tỷ",Diện tích: 114 M2
"Bán căn hộ số 6 tòa P2, view sân golf, bể bơi, Ciputra Tây Hồ, Hà Nội",Khu Vực: Ciputra Hà Nội,"Giá: 10,5 tỷ",Diện tích: 182 M2
"Bán căn hộ số 06, tòa P2, 3 PN, view Golf đẹp nhất khu Ciputra Hà Nội",Khu Vực: Ciputra Hà Nội,Giá: 9 tỷ,Diện tích: 182 M2
"Bán căn hộ 145m2 tòa P2 Ciputra, KDT Nam Thăng Long - Tây Hồ",Khu Vực: Quận Tây Hồ,"Giá: 6,1 tỷ",Diện tích: 145 M2
"Bán căn hộ 05 tầng cao tòa P1 Ciputra 145m2, Phú Thượng, Tây Hồ",Khu Vực: Ciputra Hà Nội,"Giá: 5,7 tỷ",Diện tích: 145 M2
"Bán căn hộ tầng trung P1 dt 145m2 Ciputra, Phú Thượng, Tây Hồ",Khu Vực: Ciputra Hà Nội,"Giá: 5,8 tỷ",Diện tích: 145 M2
"Bán căn hộ tầng thấp 145m2 căn hộ P2 Ciputra, KDT Nam Thăng Long - Tây Hồ ",Khu Vực: Ciputra Hà Nội,"Giá: 6,9 tỷ",Diện tích: 145 M2
Gấp! Cần bán gấp căn 3 PN ban công hướng Đông view Hồ Tây Ngoại Giao Đoàn,Khu Vực: Quận Tây Hồ,Giá: Vui lòng liên hệ,Diện tích: 109 M2
"Cần bán căn hộ căn góc 122m2 thông thủy, chung cư Lạc Hồng Lotus 1",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 122 M2
"Bán căn hộ 3104 diện tích 108m2 chung cư Lạc Hồng Lotus 1 - N01T5 Ngoại Giao Đoàn, Xuân Tảo, Bắc Từ Liêm",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 108 M2
"Bán căn hộ rộng 120m2 Tòa N04B - T2 Ngoại Giao Đoàn, P. Xuân Tảo, Bắc Từ Liêm",Khu Vực: Quận Tây Hồ,Giá: Vui lòng liên hệ,Diện tích: 120 M2
"Chính chủ bán căn hộ 60m2 chung cư N04A Ngoại Giao Đoàn, Bắc Từ Liêm",Khu Vực: Quận Tây Hồ,Giá: Vui lòng liên hệ,Diện tích: 60 M2
"Chính chủ bán căn hộ 89,5m2 Tòa N03 - T8 Ngoại Giao Đoàn, Xuân Tảo, Bắc Từ Liêm",Khu Vực: Ciputra Hà Nội,Giá: Vui lòng liên hệ,Diện tích: 90 M2
Chính chủ bán gấp căn hộ 91m2 tòa N02T1  tại khu Ngoại Giao Đoàn,Khu Vực: Quận Tây Hồ,Giá: Vui lòng liên hệ,Diện tích: 84 M2
"Bán gấp căn hộ 83,3m2  tòa N02T1 Ngoại Giao Đoàn",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 83.3 M2
"Bán gấp căn hộ 91m2 tòa N02T1  tại khu Ngoại Giao Đoàn, Xuân Tảo",Khu Vực: Quận Tây Hồ,Giá: Vui lòng liên hệ,Diện tích: 84 M2
"Chính chủ bán căn hộ căn góc 126m2 Tòa Lạc Hồng Lotus 1 - N01T5 Ngoại Giao Đoàn, Xuân Tảo",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 126 M2
"Bán căn hộ căn góc tòa nhà N01T5 - Lạc Hồng Lotus 1, Ngoại Giao Đoàn",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 108 M2
"Bán gấp căn hộ 87m2 Tòa Lạc Hồng Lotus 1 - N01T5, Ngoại Giao Đoàn, P. Xuân Tảo",Khu Vực: Quận Từ Liêm,Giá: Vui lòng liên hệ,Diện tích: 87 M2
"Chính chủ cần bán gấp căn hộ L 345 Ciputra 114m, 3 phòng ngủ",Khu Vực: Ciputra Hà Nội,"Giá: 7,1 tỷ",Diện tích: 114 M2
"Chủ nhà cần tiền đầu tư bán gấp căn hộ 4 phòng ngủ, 182m P1, P2 Ciputra, Hà Nội",Khu Vực: Ciputra Hà Nội,"Giá: 8,9 tỷ",Diện tích: 182 M2
"Chính chủ cần bán gấp căn hộ 4 phòng ngủ, view sân golf P1, P2 Ciputra, Hà Nội",Khu Vực: Ciputra Hà Nội,"Giá: 10,4 tỷ",Diện tích: 182 M2
" Bán gấp căn hộ182 m2, căn hộ 4 phòng ngủ P1, P2 Ciputra, Hà Nội",Khu Vực: Ciputra Hà Nội,"Giá: 8,7 tỷ",Diện tích: 182 M2
"Cần bán gấp căn hộ 182m2, 4 phòng ngủ P1, P2 Ciputra, Hà Nội",Khu Vực: Ciputra Hà Nội,Giá: 10 tỷ,Diện tích: 182 M2
"Bán căn hộ cao cấp view đẹp toà nhà E1 Ciputra Tây Hồ, Hà Nội.",Khu Vực: Ciputra Hà Nội,"Giá: 6,68 tỷ",Diện tích: 153 M2
"Chính chủ bán căn hộ tòa G2 Ciputra, 119m, view biệt thự, hướng Đông Bắc",Khu Vực: Ciputra Hà Nội,"Giá: 5,5 tỷ",Diện tích: 119 M2
"Cần bán gấp căn hộ tầng cao Tòa E- Ciputra- Nam Thăng Long, quận Tây Hồ",Khu Vực: Ciputra Hà Nội,"Giá: 8,2 tỷ",Diện tích: 153 M2
"Căn hộ chung cư E1 Ciputra với diện tích 153m2 cần bán gấp, thiết kế 4 phòng ngủ",Khu Vực: Ciputra Hà Nội,"Giá: 8,5 tỷ",Diện tích: 153 M2
"Cần bán căn hộ tầng 15 tòa E5 chung cư Ciputra, Phú Thượng, Tây Hồ ",Khu Vực: Ciputra Hà Nội,"Giá: 6,2 tỷ",Diện tích: 123 M2
"Bán gấp căn hộ 153m2 thuộc tòa nhà E1 Ciputra, Phú Thượng, Tây Hồ",Khu Vực: Ciputra Hà Nội,"Giá: 8,2 tỷ",Diện tích: 153 M2
"Bán căn hộ tòa E5 Ciputra, Tây Hồ, Hà Nội. Căn hộ có diện tích 142 m2, thiết kế 4 phòng ngủ",Khu Vực: Ciputra Hà Nội,Giá: 7 tỷ,Diện tích: 142 M2
"Bán căn góc 153m, tòa E1 KĐT Ciputra",Khu Vực: Ciputra Hà Nội,Giá: 8 tỷ,Diện tích: 153 M2
"Bán gấp căn hộ tầng 8, 153m2 tòa E1 Ciputra, Tây Hồ",Khu Vực: Quận Tây Hồ,"Giá: 8,5 tỷ",Diện tích: 153 M2
"Căn hộ chung cư E1 Ciputra, Quận Tây Hồ, 4 phòng ngủ cần bán gấp với diện tích 153m2",Khu Vực: Quận Tây Hồ,"Giá: 7,1 tỷ",Diện tích: 153 M2
"Bán căn hộ 123m2 Tòa E1 ciputra - Phú Thượng, Quận Tây Hồ. ",Khu Vực: Ciputra Hà Nội,Giá: 6 tỷ,Diện tích: 123 M2
"Bán căn hộ cao cấp view đẹp 153m2 toà nhà E1 Ciputra Tây Hồ, Hà Nội",Khu Vực: Ciputra Hà Nội,"Giá: 8,5 tỷ",Diện tích: 153 M2
"Bán căn hộ cao cấp Watermark 395 Lạc Long Quân, view Hồ Tây, 98m2 đầy đủ đồ",Khu Vực: Quận Tây Hồ,"Giá: 8,3 tỷ",Diện tích: 98 M2
"Bán căn hộ 182m, ban công hướng Đông Nam, 4pn, đầy đủ đồ",Khu Vực: Ciputra Hà Nội,"Giá: 10,5 tỷ",Diện tích: 182 M2
"Cần bán căn hộ tại tòa E1 Ciputra, nhà đẹp, vào ở ngay",Khu Vực: Ciputra Hà Nội,"Giá: 8,5 tỷ",Diện tích: 147 M2
"⭐ Bán Căn Hộ Watermark, Tây Hồ, 188m2, 4 ngủ, 1 trong 4 căn đẹp nhất",Khu Vực: Quận Tây Hồ,Giá: Vui lòng liên hệ,Diện tích: 1 M2
"Bán căn hộ tòa Watermark, căn penthouse tầng 18 đẳng cấp chuẩn 5 sao ven Hồ Tây",Khu Vực: Quận Tây Hồ,Giá: Vui lòng liên hệ,Diện tích: 324 M2
"Bán chung cư tòa E1 Ciputa 123m, 3 phòng ngủ giá rẻ",Khu Vực: Ciputra Hà Nội,Giá: 6 tỷ,Diện tích: 123 M2
"Bán căn hộ L2 114m, đầy đủ đồ, hướng Tây Nam, Tầng cao",Khu Vực: Ciputra Hà Nội,"Giá: 6,9 tỷ",Diện tích: 114 M2
"Bán căn hộ chung cư 2 ngủ Watermark, 395 Lạc Long Quân, Tây Hồ",Khu Vực: Quận Tây Hồ,Giá: Vui lòng liên hệ,Diện tích: 112 M2
" Bán căn hộ 150m, 3pn tòa G2 Ciputra, view Hồ Tây, Võ Chí Công",Khu Vực: Ciputra Hà Nội,"Giá: 7,8 tỷ",Diện tích: 154 M2
"Căn hộ 114m, tòa L3 Ciputra, 3 phòng ngủ, 2 vệ sinh đủ đồ cần bán gấp",Khu Vực: Ciputra Hà Nội,"Giá: 7,1 tỷ",Diện tích: 114 M2
"Bán căn hộ quận Đống Đa, tòa Sky City 88 Láng Hạ Giá, 112m2 3 ngủ Giá 4.7 tỷ",Khu Vực: Quận Đống Đa,"Giá: 4,7 tỷ",Diện tích: 112 M2
"Bán WaterMark Hồ Tây, thiết kế chuẩn Châu Âu 126m2 full nội thất",Khu Vực: Quận Tây Hồ,Giá: 12 tỷ,Diện tích: 126 M2
"Bán nhà trong ngõ phố Lê Đại Hành, vị trí đẹp  gần Vincom Bà Triệu SĐCC, hướng Tây, Giá 230 triệu.",Khu Vực: Quận Tây Hồ,Giá: 23 tỷ,Diện tích: 100 M2
"Bán nhà Lê Thanh Nghị,50m2, 2.5 tầng, MT 5m.Giá 6,3 tỷ. Oto đỗ cửa, kinh doanh sầm uất.",Khu Vực: Quận Hai Bà Trưng,"Giá: 6,3 tỷ",Diện tích: 50 M2
"Bán căn hộ tòa C3 căn 04 chung cư Mandarin Garden , DT 134m2, giá 54 triệu",Khu Vực: Quận Cầu Giấy,"Giá: 7,2 tỷ",Diện tích: 134 M2
"Cần bán căn hộ sân vườn cao cấp Imperia Garden tòa D, DT: 129m2, SĐCC",Khu Vực: Quận Thanh Xuân,"Giá: 4,5 tỷ",Diện tích: 129 M2
"Bán căn hộ 153m2 view Hồ Tây, cầu Nhật Tân, thiết kế đẹp tại tòa E5 Ciputra Hà Nội",Khu Vực: Quận Tây Hồ,"Giá: 9,5 tỷ",Diện tích: 153 M2
"Bán căn hộ Ciputra, 198m2 mới hiện đại sang trọng, giá cực rẻ.",Khu Vực: Ciputra Hà Nội,"Giá: 9,5 tỷ",Diện tích: 198 M2
Bán căn hộ 3pn đẹp thoáng chung cư Veam Tây Hồ giá 38 triệu.,Khu Vực: Quận Tây Hồ,"Giá: 5,2 tỷ",Diện tích: 137 M2
"Bán căn hộ View Hồ Tây Tại Tòa Nhà Watermark, 128m2, Nội Thất đẹp",Khu Vực: Quận Tây Hồ,Giá: 10 tỷ,Diện tích: 128 M2
"Bán Căn hộ Chung Cư cao cấp Water Mark Hồ Tây, 51m2",Khu Vực: Quận Tây Hồ,Giá: Vui lòng liên hệ,Diện tích: 51 M2
"Watermark - Bán căn hộ 84m, 2pn, 2wc view Hồ Tây ",Khu Vực: Quận Tây Hồ,"Giá: 7,8 tỷ",Diện tích: 84 M2
"Bán gấp căn hộ 74,5m2 Watermark Hồ Tây, Tầng Cao, Nội Thất đẹp",Khu Vực: Quận Tây Hồ,Giá: 6 tỷ,Diện tích: 75m2 M2
"Bán Căn Hộ chung cư Watermark, 75m2, view đẹp, giá cực tốt",Khu Vực: Quận Tây Hồ,"Giá: 6,2 tỷ",Diện tích: 75m2 M2
"Bán căn hộ watermark,1 phòng ngủ, tầng cao, giá cực rẻ.",Khu Vực: Quận Tây Hồ,"Giá: 3,5 tỷ",Diện tích: 51 M2
"Bán căn hộ 2pn, view Hồ Tây, chung cư Watermark",Khu Vực: Quận Tây Hồ,Giá: 9 tỷ,Diện tích: 102 M2
"Bán căn hộ 4PN CCCC Watermark, có sổ đỏ 231,5m2 , view hồ",Khu Vực: Quận Tây Hồ,Giá: 15 tỷ,Diện tích: 231.5 M2
"Bán Căn Hộ Watermark, 108m2, 2 Phòng Ngủ, Tầng Cao",Khu Vực: Quận Tây Hồ,"Giá: 9,5 tỷ",Diện tích: 108 M2
Bán căn hộ chung cư cao cấp tại Vinhomes Nguyễn Chí Thanh,Khu Vực: Quận Đống Đa,"Giá: 9,5 tỷ","Diện tích: 137,7 M2"
"Bán căn penhouse tòa Chelsea Park Cầu Giấy, 3 ngủ đầy đủ nội thất",Khu Vực: Quận Cầu Giấy,"Giá: 8,8 tỷ",Diện tích: 320 M2
Căn hộ 2PN tầng cao view thoáng cần bán chung cư Royal City.,Khu Vực: Quận Tây Hồ,"Giá: 4,7 tỷ",Diện tích: 96.3 M2
"Bán căn hộ Royal City căn góc 3 PN, diện tích rộng đồ nguyên bản chủ đầu tư.",Khu Vực: Quận Thanh Xuân,"Giá: 7,9 tỷ",Diện tích: 177 M2
"Bán căn hộ cao cấp Trung Hòa Nhân Chính rộng 178m2, 4PN nội thất sang trọng tòa Diamond Flower",Khu Vực: Quận Cầu Giấy,Giá: 8 tỷ,Diện tích: 167 M2
"Bán gấp căn hộ cao cấp Vinhomes Nguyễn Chí Thanh, 3PN, giá 9.2 tỷ",Khu Vực: Quận Đống Đa,"Giá: 9,2 tỷ","Diện tích: 118,6 M2"
"Cần bán căn hộ 2PN tầng cao chung cư Vinhomes Nguyễn Chí Thanh, giá 5,8 tỷ.",Khu Vực: Quận Đống Đa,"Giá: 5,8 tỷ",Diện tích: 86.6 M2
"Chỉ 5,xx tỷ có ngay căn hộ 2PN view Hồ Tây thuộc tòa cao cấp Watermark",Khu Vực: Quận Tây Hồ,"Giá: 5,7 tỷ",Diện tích: 84 M2
Bán căn hộ đẹp tầng cao view thoáng chung cư M5 Nguyễn Chí Thanh.,Khu Vực: Quận Đống Đa,"Giá: 5,2 tỷ",Diện tích: 133 M2
"Bán căn góc 3 phòng ngủ chung cư Sky City 88 Láng Hạ, giá 6,4 tỷ.",Khu Vực: Quận Đống Đa,"Giá: 6,4 tỷ",Diện tích: 139 M2
"Bán căn hộ 2pn chung cư Vinhomes Nguyễn Chí Thanh, giá bán 67 triệu/m2.",Khu Vực: Quận Đống Đa,"Giá: 6,3 tỷ",Diện tích: 86 M2
"Căn hộ cao cấp ven Hồ Tây, 3PN đủ đồ Giá 7.9 tỷ tòa Waternark Lạc Long Quân",Khu Vực: Quận Tây Hồ,"Giá: 7,9 tỷ",Diện tích: 142 M2
"Bán căn hộ 168m, tòa C2 Udic Westlake - Ciputra",Khu Vực: Ciputra Hà Nội,Giá: 8 tỷ,Diện tích: 168 M2
"Bán căn hộ 3 PN, view Hồ chung cư Water mark, 395 Lạc Long Quân",Khu Vực: Quận Tây Hồ,"Giá: 10,5 tỷ",Diện tích: 123 M2
"Bán căn hộ tòa L1 Ciputra, 153m, 2PN, 2WC view sân Golf",Khu Vực: Ciputra Hà Nội,"Giá: 10,6 tỷ",Diện tích: 153 M2
"Bán căn hộ tòa P1 Ciputra, 182m, 4pn, view sân Golf",Khu Vực: Ciputra Hà Nội,"Giá: 9,7 tỷ",Diện tích: 182 M2
Bán căn hộ Queen 179m2 tòa PentStudio 699 Lạc Long Quân full nội thất,Khu Vực: Quận Tây Hồ,"Giá: 17,5 tỷ",Diện tích: 179 M2
Bán căn hộ 182 m2 3 ngủ 3 tắm view sân golf  tuyệt đẹp tại toà P Ciputra Hà Nội ,Khu Vực: Ciputra Hà Nội,Giá: 10 tỷ,Diện tích: 182 M2
"Bán căn hộ chung cư A2 Phú Thượng, Tây Hồ, Hà Nội",Khu Vực: Quận Tây Hồ,"Giá: 1,85 tỷ",Diện tích: 43 M2
"Bán căn hộ 3 phòng ngủ 123m2 tầng cao view quảng trường G2, G3 giá tốt  ",Khu Vực: Ciputra Hà Nội,"Giá: 5,7 tỷ",Diện tích: 123 M2
"Bán căn hộ 153m, sửa đẹp,  tầng cao tòa nhà E4 Ciputra",Khu Vực: Ciputra Hà Nội,"Giá: 7,8 tỷ",Diện tích: 153 M2
Bán căn hộ 2 ngủ 2 Phòng tắm view hồ Tây diện tích 128m2 tại toàn nhà Water Mark Hà Nội,Khu Vực: Quận Tây Hồ,Giá: 12 tỷ,Diện tích: 128 M2
"Bán căn hộ tòa E Ciputra, DT 123m, 2 pn, đầy đủ đồ vào ở ngay",Khu Vực: Ciputra Hà Nội,"Giá: 5,8 tỷ",Diện tích: 123 M2
Bán căn hộ 182 m2 4 phòng ngủ đã sửa đẹp tại toà P1 Ciputra Hà Nội,Khu Vực: Ciputra Hà Nội,Giá: 10 tỷ,Diện tích: 182 M2
"Bán căn hộ 2 phòng ngủ, tầng cao view hồ tây tại dự án D’ LE ROI SOLEIL Xuân Diệu",Khu Vực: Quận Tây Hồ,Giá: 7 tỷ,Diện tích: 82 M2
"Cắt lỗ 1,5 tỷ bán căn hộ tầng cao view hồ, nội thất đẹp toà D.' LE ROI SOLEIL Xuân Diệu",Khu Vực: Quận Tây Hồ,"Giá: 7,2 tỷ",Diện tích: 82 M2
"Hót nhất thi trường bán căn hộ 2 phòng ngủ,92m, view hồ, nội thất xịn",Khu Vực: Quận Tây Hồ,"Giá: 6,15 tỷ",Diện tích: 92 M2
"Giảm sốc 2 tỷ, bán căn hộ cao cấp 3 phòng ngủ, view hồ tây, Phố Xuân Diệu",Khu Vực: Quận Tây Hồ,"Giá: 9,7 tỷ",Diện tích: 111 M2
"Bán căn hộ 2 phòng ngủ, tầng cao tòa A tại D.' LE ROI SOLEIL số 59 Phố Xuân Diệu",Khu Vực: Quận Tây Hồ,"Giá: 7,2 tỷ",Diện tích: 82 M2
Bán căn hộ cao cấp toà B chung cư D Le Roi Soleil số 59  Xuan Diệu,Khu Vực: Quận Tây Hồ,"Giá: 6,2 tỷ",Diện tích: 88 M2
"Bán căn hộ đẹp View chọn Hồ Tây, DT:146m, tại D’. Le Roi Soleil số 59 Phố Xuân Diệu",Khu Vực: Quận Tây Hồ,"Giá: 11,9 tỷ",Diện tích: 146 M2
Chính chủ nhờ bán căn hộ mới cải tạo tại E4 ciputra Tây hồ Hà Nội ,Khu Vực: Quận Tây Hồ,"Giá: 8,5 tỷ",Diện tích: 154 M2
"Chỉ với 5,x tỷ bạn đã sở hữu căn hộ 3 phòng ngủ, 2 phòng tắm diện tích 119m2 tại khu đô thị đẳng cấp nhất Hà nội - Ciputra· ",Khu Vực: Ciputra Hà Nội,"Giá: 5,6 tỷ",Diện tích: 119 M2
Bán căn hộ 1 phòng ngủ Tại The Link Ciputra thiết kế hiện đại giá tốt,Khu Vực: Ciputra Hà Nội,"Giá: 4,5 tỷ",Diện tích: 72 M2
Bán căn hộ view đẹp căn hiếm tại toà nhà D leroi solei Xuân Diệu Tây Hồ Hà Nội,Khu Vực: Quận Tây Hồ,Giá: 12 tỷ,Diện tích: 137 M2
Bán căn hộ cao cấp đủ đồ tầng cao view đẹp 153m2 3 phòng ngủ tại Ciputra Hà Nội,Khu Vực: Ciputra Hà Nội,"Giá: 8,5 tỷ",Diện tích: 153 M2
"Bán căn hộ cao cấp 126m, 2 phòng ngủ, 3wc, siêu đẹp tại Lancaster số 20 phố núi trúc, Ba đình",Khu Vực: Quận Ba Đình,"Giá: 8,56 tỷ",Diện tích: 126 M2
"Bán căn hộ chung cư Lancaster Núi Trúc, 86m2, 2PN, 2 vệ sinh, đầy đủ đồ",Khu Vực: Quận Ba Đình,"Giá: 5,55 tỷ",Diện tích: 86 M2
"Bán căn hộ chung cư Lancaster - 20 Núi Trúc, 111,6m2, 3PN, viu hồ ngọc khánh, ",Khu Vực: Quận Ba Đình,"Giá: 7,55 tỷ",Diện tích: 120 M2
"Bán căn hộ L12 Ciputra, 267m, view sân Golf",Khu Vực: Ciputra Hà Nội,Giá: 20 tỷ,Diện tích: 267 M2
Bán Penthouse siêu đẹp giá rẻ nhất Ciputra Hanoi,Khu Vực: Quận Tây Hồ,"Giá: 14,5 tỷ",Diện tích: 212 M2
Chính chủ gửi bán căn hộ 154m2 3 phòng ngủ tầng trung L2 Ciputra Tây Hồ Hà Nội ,Khu Vực: Ciputra Hà Nội,"Giá: 8,7 tỷ",Diện tích: 154 M2
"Bán căn hộ 154m2 tầng cao 02 phòng ngủ sửa đẹp tại Toà L Ciputra, Tây Hồ, Hà nội ",Khu Vực: Ciputra Hà Nội,"Giá: 8,4 tỷ",Diện tích: 154 M2
 Bán Căn hộ 4 phòng ngủ 182m2 mới sửa ở tầng cao P1 Ciputra Tây hồ Hà Nội ,Khu Vực: Ciputra Hà Nội,"Giá: 9,3 tỷ",Diện tích:  M2
Chủ nhà cần bán gấp căn Hộ L5 Ciputra Hà Nội tầng cao đồ căn bản ,Khu Vực: Quận Tây Hồ,"Giá: 6,5 tỷ",Diện tích: 114 M2
"Bán căn góc tòa E5 Ciputra, 147m, 4pn, đồ cơ bản",Khu Vực: Ciputra Hà Nội,Giá: 7 tỷ,Diện tích: 147 M2
"HOT! Bán Căn hộ 123m3 E1 Ciputra, Mới-chưa qua sử dụng",Khu Vực: Ciputra Hà Nội,"Giá: 5,6 tỷ",Diện tích: 123 m2 M2
"Bán Căn hộ E1 Ciputra Hà Nội, 123m2, Để lại nội thất, Giá Thiện Chí",Khu Vực: Quận Tây Hồ,"Giá: 5,7 tỷ",Diện tích: 123 m2 M2
"Bán căn hộ Ciputra tòa P1, 182m2, tầng cao view đẹp ",Khu Vực: Ciputra Hà Nội,"Giá: 9,7 tỷ",Diện tích: 182 M2
"Bán căn hộ tòa P1 Ciputra, 145m, view đài phun nước tầng trung ",Khu Vực: Ciputra Hà Nội,"Giá: 7,4 tỷ",Diện tích: 145 M2
"Bán căn hộ view Hồ Tây, Lạc Long Quân 118m, 3pn, giá 3.3 tỷ",Khu Vực: Quận Tây Hồ,"Giá: 3,3 tỷ",Diện tích: 118 M2
"Cần bán Penthouse view Hồ Tây 671 Hoàng Hoa Thám, 333m, 4PN, 4wc, giá hợp lý",Khu Vực: Quận Tây Hồ,"Giá: 14,5 tỷ",Diện tích: 333 M2
"Bán căn hộ tòa E4 Ciputra, 153m, 3pn, sửa đẹp ",Khu Vực: Ciputra Hà Nội,"Giá: 8,5 tỷ",Diện tích: 153 M2
"Bán căn hộ View golf tòa P1, P2 Ciputra 182m, 4pn, 3wc ",Khu Vực: Ciputra Hà Nội,"Giá: 8,8 tỷ",Diện tích: 182 M2
"Bán chung cư E4 Ciputra 123m, 3pn, 2wc, đầy đủ đồ về ở luôn",Khu Vực: Ciputra Hà Nội,"Giá: 5,8 tỷ",Diện tích: 123 M2
"Bán căn hộ E4 E5 Ciputra, tầng cao, nhìn thấy nghĩa trang, 3pn, 2wc giá rẻ",Khu Vực: Ciputra Hà Nội,"Giá: 5,6 tỷ",Diện tích: 123 M2
